series,Timestamp,value,label
seriesA,2023-08-01T03:56:00.000Z,4.812,
seriesA,2023-08-01T03:57:00.000Z,4.806,
seriesA,2023-08-01T03:58:00.000Z,4.802,
seriesA,2023-08-01T03:59:00.000Z,4.802,
seriesA,2023-08-01T04:00:00.000Z,4.796,
seriesA,2023-08-01T04:01:00.000Z,4.794,
seriesA,2023-08-01T04:02:00.000Z,4.79,
seriesA,2023-08-01T04:03:00.000Z,4.783,
seriesA,2023-08-01T04:04:00.000Z,4.776,
seriesA,2023-08-01T04:05:00.000Z,4.772,
seriesA,2023-08-01T04:06:00.000Z,4.772,
seriesA,2023-08-01T04:07:00.000Z,4.767,
seriesA,2023-08-01T04:08:00.000Z,4.76,
seriesA,2023-08-01T04:09:00.000Z,4.758,
seriesA,2023-08-01T04:10:00.000Z,4.751,
seriesA,2023-08-01T04:11:00.000Z,4.746,
seriesA,2023-08-01T04:12:00.000Z,4.739,
seriesA,2023-08-01T04:13:00.000Z,4.737,
seriesA,2023-08-01T04:14:00.000Z,4.734,
seriesA,2023-08-01T04:15:00.000Z,4.73,
seriesA,2023-08-01T04:16:00.000Z,4.726,
seriesA,2023-08-01T04:17:00.000Z,4.718,
seriesA,2023-08-01T04:18:00.000Z,4.711,
seriesA,2023-08-01T04:19:00.000Z,4.704,
seriesA,2023-08-01T04:20:00.000Z,4.7,
seriesA,2023-08-01T04:21:00.000Z,4.696,
seriesA,2023-08-01T04:22:00.000Z,4.693,
seriesA,2023-08-01T04:23:00.000Z,4.685,
seriesA,2023-08-01T04:24:00.000Z,4.679,
seriesA,2023-08-01T04:25:00.000Z,4.676,
seriesA,2023-08-01T04:26:00.000Z,4.674,
seriesA,2023-08-01T04:27:00.000Z,4.666,
seriesA,2023-08-01T04:28:00.000Z,4.656,
seriesA,2023-08-01T04:29:00.000Z,4.659,
seriesA,2023-08-01T04:30:00.000Z,4.654,
seriesA,2023-08-01T04:31:00.000Z,4.644,
seriesA,2023-08-01T04:32:00.000Z,4.64,
seriesA,2023-08-01T04:33:00.000Z,4.637,
seriesA,2023-08-01T04:34:00.000Z,4.632,
seriesA,2023-08-01T04:35:00.000Z,4.623,
seriesA,2023-08-01T04:36:00.000Z,4.62,
seriesA,2023-08-01T04:37:00.000Z,4.614,
seriesA,2023-08-01T04:38:00.000Z,4.612,
seriesA,2023-08-01T04:39:00.000Z,4.609,
seriesA,2023-08-01T04:40:00.000Z,4.601,
seriesA,2023-08-01T04:41:00.000Z,4.597,
seriesA,2023-08-01T04:42:00.000Z,4.592,
seriesA,2023-08-01T04:43:00.000Z,4.588,
seriesA,2023-08-01T04:44:00.000Z,4.583,
seriesA,2023-08-01T04:45:00.000Z,4.574,
seriesA,2023-08-01T04:46:00.000Z,4.57,
seriesA,2023-08-01T04:47:00.000Z,4.566,
seriesA,2023-08-01T04:48:00.000Z,4.558,
seriesA,2023-08-01T04:49:00.000Z,4.549,
seriesA,2023-08-01T04:50:00.000Z,4.546,
seriesA,2023-08-01T04:51:00.000Z,4.543,
seriesA,2023-08-01T04:52:00.000Z,4.532,
seriesA,2023-08-01T04:53:00.000Z,4.527,
seriesA,2023-08-01T04:54:00.000Z,4.527,
seriesA,2023-08-01T04:55:00.000Z,4.521,
seriesA,2023-08-01T04:56:00.000Z,4.509,
seriesA,2023-08-01T04:57:00.000Z,4.505,
seriesA,2023-08-01T04:58:00.000Z,4.503,
seriesA,2023-08-01T04:59:00.000Z,4.498,
seriesA,2023-08-01T05:00:00.000Z,4.49,
seriesA,2023-08-01T05:01:00.000Z,4.485,
seriesA,2023-08-01T05:02:00.000Z,4.48,
seriesA,2023-08-01T05:03:00.000Z,4.473,
seriesA,2023-08-01T05:04:00.000Z,4.465,
seriesA,2023-08-01T05:05:00.000Z,4.459,
seriesA,2023-08-01T05:06:00.000Z,4.458,
seriesA,2023-08-01T05:07:00.000Z,4.452,
seriesA,2023-08-01T05:08:00.000Z,4.446,
seriesA,2023-08-01T05:09:00.000Z,4.437,
seriesA,2023-08-01T05:10:00.000Z,4.434,
seriesA,2023-08-01T05:11:00.000Z,4.426,
seriesA,2023-08-01T05:12:00.000Z,4.417,
seriesA,2023-08-01T05:13:00.000Z,4.412,
seriesA,2023-08-01T05:14:00.000Z,4.409,
seriesA,2023-08-01T05:15:00.000Z,4.4,
seriesA,2023-08-01T05:16:00.000Z,4.394,
seriesA,2023-08-01T05:17:00.000Z,4.39,
seriesA,2023-08-01T05:18:00.000Z,4.385,
seriesA,2023-08-01T05:19:00.000Z,4.381,
seriesA,2023-08-01T05:20:00.000Z,4.374,
seriesA,2023-08-01T05:21:00.000Z,4.367,
seriesA,2023-08-01T05:22:00.000Z,4.362,
seriesA,2023-08-01T05:23:00.000Z,4.354,
seriesA,2023-08-01T05:24:00.000Z,4.347,
seriesA,2023-08-01T05:25:00.000Z,4.34,
seriesA,2023-08-01T05:26:00.000Z,4.339,
seriesA,2023-08-01T05:27:00.000Z,4.331,
seriesA,2023-08-01T05:28:00.000Z,4.325,
seriesA,2023-08-01T05:29:00.000Z,4.322,
seriesA,2023-08-01T05:30:00.000Z,4.319,
seriesA,2023-08-01T05:31:00.000Z,4.309,
seriesA,2023-08-01T05:32:00.000Z,4.304,
seriesA,2023-08-01T05:33:00.000Z,4.299,
seriesA,2023-08-01T05:34:00.000Z,4.292,
seriesA,2023-08-01T05:35:00.000Z,4.282,
seriesA,2023-08-01T05:36:00.000Z,4.274,
seriesA,2023-08-01T05:37:00.000Z,4.271,
seriesA,2023-08-01T05:38:00.000Z,4.266,
seriesA,2023-08-01T05:39:00.000Z,4.258,
seriesA,2023-08-01T05:40:00.000Z,4.254,
seriesA,2023-08-01T05:41:00.000Z,4.251,
seriesA,2023-08-01T05:42:00.000Z,4.245,
seriesA,2023-08-01T05:43:00.000Z,4.235,
seriesA,2023-08-01T05:44:00.000Z,4.225,
seriesA,2023-08-01T05:45:00.000Z,4.222,
seriesA,2023-08-01T05:46:00.000Z,4.219,
seriesA,2023-08-01T05:47:00.000Z,4.21,
seriesA,2023-08-01T05:48:00.000Z,4.204,
seriesA,2023-08-01T05:49:00.000Z,4.198,
seriesA,2023-08-01T05:50:00.000Z,4.192,
seriesA,2023-08-01T05:51:00.000Z,4.186,
seriesA,2023-08-01T05:52:00.000Z,4.181,
seriesA,2023-08-01T05:53:00.000Z,4.174,
seriesA,2023-08-01T05:54:00.000Z,4.168,
seriesA,2023-08-01T05:55:00.000Z,4.162,
seriesA,2023-08-01T05:56:00.000Z,4.155,
seriesA,2023-08-01T05:57:00.000Z,4.15,
seriesA,2023-08-01T05:58:00.000Z,4.144,
seriesA,2023-08-01T05:59:00.000Z,4.139,
seriesA,2023-08-01T06:00:00.000Z,4.129,
seriesA,2023-08-01T06:01:00.000Z,4.127,
seriesA,2023-08-01T06:02:00.000Z,4.118,
seriesA,2023-08-01T06:03:00.000Z,4.115,
seriesA,2023-08-01T06:04:00.000Z,4.11,
seriesA,2023-08-01T06:05:00.000Z,4.1,
seriesA,2023-08-01T06:06:00.000Z,4.092,
seriesA,2023-08-01T06:07:00.000Z,4.088,
seriesA,2023-08-01T06:08:00.000Z,4.083,
seriesA,2023-08-01T06:09:00.000Z,4.072,
seriesA,2023-08-01T06:10:00.000Z,4.071,
seriesA,2023-08-01T06:11:00.000Z,4.067,
seriesA,2023-08-01T06:12:00.000Z,4.059,
seriesA,2023-08-01T06:13:00.000Z,4.052,
seriesA,2023-08-01T06:14:00.000Z,4.045,
seriesA,2023-08-01T06:15:00.000Z,4.037,
seriesA,2023-08-01T06:16:00.000Z,4.034,
seriesA,2023-08-01T06:17:00.000Z,4.03,
seriesA,2023-08-01T06:18:00.000Z,4.02,
seriesA,2023-08-01T06:19:00.000Z,4.019,
seriesA,2023-08-01T06:20:00.000Z,4.014,
seriesA,2023-08-01T06:21:00.000Z,4.002,
seriesA,2023-08-01T06:22:00.000Z,3.995,
seriesA,2023-08-01T06:23:00.000Z,3.995,
seriesA,2023-08-01T06:24:00.000Z,3.99,
seriesA,2023-08-01T06:25:00.000Z,3.98,
seriesA,2023-08-01T06:26:00.000Z,3.976,
seriesA,2023-08-01T06:27:00.000Z,3.971,
seriesA,2023-08-01T06:28:00.000Z,3.967,
seriesA,2023-08-01T06:29:00.000Z,3.958,
seriesA,2023-08-01T06:30:00.000Z,3.956,
seriesA,2023-08-01T06:31:00.000Z,3.953,
seriesA,2023-08-01T06:32:00.000Z,3.946,
seriesA,2023-08-01T06:33:00.000Z,3.935,
seriesA,2023-08-01T06:34:00.000Z,3.933,
seriesA,2023-08-01T06:35:00.000Z,3.934,
seriesA,2023-08-01T06:36:00.000Z,3.924,
seriesA,2023-08-01T06:37:00.000Z,3.916,
seriesA,2023-08-01T06:38:00.000Z,3.915,
seriesA,2023-08-01T06:39:00.000Z,3.911,
seriesA,2023-08-01T06:40:00.000Z,3.895,
seriesA,2023-08-01T06:41:00.000Z,3.888,
seriesA,2023-08-01T06:42:00.000Z,3.888,
seriesA,2023-08-01T06:43:00.000Z,3.886,
seriesA,2023-08-01T06:44:00.000Z,3.874,
seriesA,2023-08-01T06:45:00.000Z,3.87,
seriesA,2023-08-01T06:46:00.000Z,3.871,
seriesA,2023-08-01T06:47:00.000Z,3.864,
seriesA,2023-08-01T06:48:00.000Z,3.85,
seriesA,2023-08-01T06:49:00.000Z,3.845,
seriesA,2023-08-01T06:50:00.000Z,3.847,
seriesA,2023-08-01T06:51:00.000Z,3.841,
seriesA,2023-08-01T06:52:00.000Z,3.829,
seriesA,2023-08-01T06:53:00.000Z,3.828,
seriesA,2023-08-01T06:54:00.000Z,3.828,
seriesA,2023-08-01T06:55:00.000Z,3.823,
seriesA,2023-08-01T06:56:00.000Z,3.81,
seriesA,2023-08-01T06:57:00.000Z,3.805,
seriesA,2023-08-01T06:58:00.000Z,3.806,
seriesA,2023-08-01T06:59:00.000Z,3.802,
seriesA,2023-08-01T07:00:00.000Z,3.788,
seriesA,2023-08-01T07:01:00.000Z,3.786,
seriesA,2023-08-01T07:02:00.000Z,3.785,
seriesA,2023-08-01T07:03:00.000Z,3.78,
seriesA,2023-08-01T07:04:00.000Z,3.772,
seriesA,2023-08-01T07:05:00.000Z,3.764,
seriesA,2023-08-01T07:06:00.000Z,3.759,
seriesA,2023-08-01T07:07:00.000Z,3.754,
seriesA,2023-08-01T07:08:00.000Z,3.749,
seriesA,2023-08-01T07:09:00.000Z,3.744,
seriesA,2023-08-01T07:10:00.000Z,3.741,
seriesA,2023-08-01T07:11:00.000Z,3.738,
seriesA,2023-08-01T07:12:00.000Z,3.732,
seriesA,2023-08-01T07:13:00.000Z,3.721,
seriesA,2023-08-01T07:14:00.000Z,3.719,
seriesA,2023-08-01T07:15:00.000Z,3.716,
seriesA,2023-08-01T07:16:00.000Z,3.713,
seriesA,2023-08-01T07:17:00.000Z,3.708,
seriesA,2023-08-01T07:18:00.000Z,3.698,
seriesA,2023-08-01T07:19:00.000Z,3.695,
seriesA,2023-08-01T07:20:00.000Z,3.694,
seriesA,2023-08-01T07:21:00.000Z,3.688,
seriesA,2023-08-01T07:22:00.000Z,3.683,
seriesA,2023-08-01T07:23:00.000Z,3.681,
seriesA,2023-08-01T07:24:00.000Z,3.679,
seriesA,2023-08-01T07:25:00.000Z,3.673,
seriesA,2023-08-01T07:26:00.000Z,3.663,
seriesA,2023-08-01T07:27:00.000Z,3.662,
seriesA,2023-08-01T07:28:00.000Z,3.661,
seriesA,2023-08-01T07:29:00.000Z,3.654,
seriesA,2023-08-01T07:30:00.000Z,3.646,
seriesA,2023-08-01T07:31:00.000Z,3.644,
seriesA,2023-08-01T07:32:00.000Z,3.643,
seriesA,2023-08-01T07:33:00.000Z,3.635,
seriesA,2023-08-01T07:34:00.000Z,3.626,
seriesA,2023-08-01T07:35:00.000Z,3.624,
seriesA,2023-08-01T07:36:00.000Z,3.623,
seriesA,2023-08-01T07:37:00.000Z,3.616,
seriesA,2023-08-01T07:38:00.000Z,3.605,
seriesA,2023-08-01T07:39:00.000Z,3.603,
seriesA,2023-08-01T07:40:00.000Z,3.606,
seriesA,2023-08-01T07:41:00.000Z,3.6,
seriesA,2023-08-01T07:42:00.000Z,3.592,
seriesA,2023-08-01T07:43:00.000Z,3.591,
seriesA,2023-08-01T07:44:00.000Z,3.592,
seriesA,2023-08-01T07:45:00.000Z,3.583,
seriesA,2023-08-01T07:46:00.000Z,3.576,
seriesA,2023-08-01T07:47:00.000Z,3.577,
seriesA,2023-08-01T07:48:00.000Z,3.578,
seriesA,2023-08-01T07:49:00.000Z,3.574,
seriesA,2023-08-01T07:50:00.000Z,3.566,
seriesA,2023-08-01T07:51:00.000Z,3.565,
seriesA,2023-08-01T07:52:00.000Z,3.564,
seriesA,2023-08-01T07:53:00.000Z,3.557,
seriesA,2023-08-01T07:54:00.000Z,3.551,
seriesA,2023-08-01T07:55:00.000Z,3.55,
seriesA,2023-08-01T07:56:00.000Z,3.551,
seriesA,2023-08-01T07:57:00.000Z,3.541,
seriesA,2023-08-01T07:58:00.000Z,3.534,
seriesA,2023-08-01T07:59:00.000Z,3.533,
seriesA,2023-08-01T08:00:00.000Z,3.531,
seriesA,2023-08-01T08:01:00.000Z,3.524,
seriesA,2023-08-01T08:02:00.000Z,3.518,
seriesA,2023-08-01T08:03:00.000Z,3.521,
seriesA,2023-08-01T08:04:00.000Z,3.519,
seriesA,2023-08-01T08:05:00.000Z,3.514,
seriesA,2023-08-01T08:06:00.000Z,3.51,
seriesA,2023-08-01T08:07:00.000Z,3.512,
seriesA,2023-08-01T08:08:00.000Z,3.508,
seriesA,2023-08-01T08:09:00.000Z,3.498,
seriesA,2023-08-01T08:10:00.000Z,3.495,
seriesA,2023-08-01T08:11:00.000Z,3.493,
seriesA,2023-08-01T08:12:00.000Z,3.493,
seriesA,2023-08-01T08:13:00.000Z,3.489,
seriesA,2023-08-01T08:14:00.000Z,3.487,
seriesA,2023-08-01T08:15:00.000Z,3.489,
seriesA,2023-08-01T08:16:00.000Z,3.487,
seriesA,2023-08-01T08:17:00.000Z,3.48,
seriesA,2023-08-01T08:18:00.000Z,3.473,
seriesA,2023-08-01T08:19:00.000Z,3.476,
seriesA,2023-08-01T08:20:00.000Z,3.474,
seriesA,2023-08-01T08:21:00.000Z,3.463,
seriesA,2023-08-01T08:22:00.000Z,3.465,
seriesA,2023-08-01T08:23:00.000Z,3.465,
seriesA,2023-08-01T08:24:00.000Z,3.462,
seriesA,2023-08-01T08:25:00.000Z,3.459,
seriesA,2023-08-01T08:26:00.000Z,3.457,
seriesA,2023-08-01T08:27:00.000Z,3.455,
seriesA,2023-08-01T08:28:00.000Z,3.454,
seriesA,2023-08-01T08:29:00.000Z,3.453,
seriesA,2023-08-01T08:30:00.000Z,3.447,
seriesA,2023-08-01T08:31:00.000Z,3.444,
seriesA,2023-08-01T08:32:00.000Z,3.443,
seriesA,2023-08-01T08:33:00.000Z,3.441,
seriesA,2023-08-01T08:34:00.000Z,3.438,
seriesA,2023-08-01T08:35:00.000Z,3.438,
seriesA,2023-08-01T08:36:00.000Z,3.437,
seriesA,2023-08-01T08:37:00.000Z,3.435,
