series,Timestamp,value,label
seriesA,2024-10-15T01:32:00.000Z,4.474,
seriesA,2024-10-15T01:34:00.000Z,4.469,
seriesA,2024-10-15T01:35:00.000Z,4.474,
seriesA,2024-10-15T01:37:00.000Z,4.463,
seriesA,2024-10-15T01:38:00.000Z,4.595,3
seriesA,2024-10-15T01:39:00.000Z,4.457,
seriesA,2024-10-15T01:40:00.000Z,4.588,3
seriesA,2024-10-15T01:42:00.000Z,4.451,
seriesA,2024-10-15T01:44:00.000Z,4.44,
seriesA,2024-10-15T01:45:00.000Z,4.427,
seriesA,2024-10-15T01:47:00.000Z,4.431,
seriesA,2024-10-15T01:49:00.000Z,4.424,
seriesA,2024-10-15T01:50:00.000Z,4.416,
seriesA,2024-10-15T01:52:00.000Z,4.414,
seriesA,2024-10-15T01:54:00.000Z,4.401,
seriesA,2024-10-15T01:56:00.000Z,4.407,
seriesA,2024-10-15T01:57:00.000Z,4.387,
seriesA,2024-10-15T01:58:00.000Z,4.387,
seriesA,2024-10-15T01:59:00.000Z,4.526,3
seriesA,2024-10-15T02:01:00.000Z,4.373,
seriesA,2024-10-15T02:03:00.000Z,4.382,
seriesA,2024-10-15T02:05:00.000Z,4.492,3
seriesA,2024-10-15T02:06:00.000Z,4.361,
seriesA,2024-10-15T02:08:00.000Z,4.351,
seriesA,2024-10-15T02:10:00.000Z,4.484,3
seriesA,2024-10-15T02:12:00.000Z,4.321,
seriesA,2024-10-15T02:14:00.000Z,4.329,
seriesA,2024-10-15T02:15:00.000Z,4.464,3
seriesA,2024-10-15T02:16:00.000Z,4.304,
seriesA,2024-10-15T02:17:00.000Z,4.296,
seriesA,2024-10-15T02:19:00.000Z,4.438,3
seriesA,2024-10-15T02:21:00.000Z,4.29,
seriesA,2024-10-15T02:22:00.000Z,4.297,
seriesA,2024-10-15T02:24:00.000Z,4.399,3
seriesA,2024-10-15T02:26:00.000Z,4.286,
seriesA,2024-10-15T02:28:00.000Z,4.258,
seriesA,2024-10-15T02:31:00.000Z,4.384,3
seriesA,2024-10-15T02:33:00.000Z,4.238,
seriesA,2024-10-15T02:34:00.000Z,4.244,
seriesA,2024-10-15T02:36:00.000Z,4.347,3
seriesA,2024-10-15T02:37:00.000Z,4.213,
seriesA,2024-10-15T02:38:00.000Z,4.226,
seriesA,2024-10-15T02:39:00.000Z,4.211,
seriesA,2024-10-15T02:41:00.000Z,4.203,
seriesA,2024-10-15T02:42:00.000Z,4.205,
seriesA,2024-10-15T02:44:00.000Z,4.312,3
seriesA,2024-10-15T02:47:00.000Z,4.171,
seriesA,2024-10-15T02:49:00.000Z,4.163,
seriesA,2024-10-15T02:50:00.000Z,4.292,3
seriesA,2024-10-15T02:51:00.000Z,4.146,
seriesA,2024-10-15T02:53:00.000Z,4.138,
seriesA,2024-10-15T02:54:00.000Z,4.266,3
seriesA,2024-10-15T02:56:00.000Z,4.13,
seriesA,2024-10-15T02:57:00.000Z,4.117,
seriesA,2024-10-15T02:59:00.000Z,4.248,3
seriesA,2024-10-15T03:01:00.000Z,4.085,
seriesA,2024-10-15T03:02:00.000Z,4.092,
seriesA,2024-10-15T03:04:00.000Z,4.083,
seriesA,2024-10-15T03:06:00.000Z,4.197,3
seriesA,2024-10-15T03:07:00.000Z,4.072,
seriesA,2024-10-15T03:09:00.000Z,4.041,
seriesA,2024-10-15T03:10:00.000Z,4.045,
seriesA,2024-10-15T03:12:00.000Z,4.04,
seriesA,2024-10-15T03:13:00.000Z,4.021,
seriesA,2024-10-15T03:15:00.000Z,4.03,
seriesA,2024-10-15T03:16:00.000Z,4.017,
seriesA,2024-10-15T03:18:00.000Z,3.993,
seriesA,2024-10-15T03:19:00.000Z,4.009,
seriesA,2024-10-15T03:21:00.000Z,3.971,
seriesA,2024-10-15T03:23:00.000Z,3.993,
seriesA,2024-10-15T03:24:00.000Z,4.108,3
seriesA,2024-10-15T03:26:00.000Z,3.956,
seriesA,2024-10-15T03:28:00.000Z,3.946,
seriesA,2024-10-15T03:29:00.000Z,3.939,
seriesA,2024-10-15T03:31:00.000Z,3.931,
seriesA,2024-10-15T03:33:00.000Z,3.911,
seriesA,2024-10-15T03:34:00.000Z,3.908,
seriesA,2024-10-15T03:35:00.000Z,4.038,3
seriesA,2024-10-15T03:36:00.000Z,3.899,
seriesA,2024-10-15T03:37:00.000Z,3.881,
seriesA,2024-10-15T03:38:00.000Z,4.021,3
seriesA,2024-10-15T03:39:00.000Z,3.882,
seriesA,2024-10-15T03:41:00.000Z,3.859,
seriesA,2024-10-15T03:42:00.000Z,4,3
seriesA,2024-10-15T03:44:00.000Z,3.857,
seriesA,2024-10-15T03:47:00.000Z,3.836,
seriesA,2024-10-15T03:49:00.000Z,3.822,
seriesA,2024-10-15T03:50:00.000Z,3.813,
seriesA,2024-10-15T03:52:00.000Z,3.935,3
seriesA,2024-10-15T03:53:00.000Z,3.794,
seriesA,2024-10-15T03:55:00.000Z,3.791,
seriesA,2024-10-15T03:56:00.000Z,3.914,3
seriesA,2024-10-15T03:58:00.000Z,3.768,
seriesA,2024-10-15T03:59:00.000Z,3.76,
seriesA,2024-10-15T04:01:00.000Z,3.751,
seriesA,2024-10-15T04:02:00.000Z,3.876,3
seriesA,2024-10-15T04:04:00.000Z,3.738,
seriesA,2024-10-15T04:07:00.000Z,3.721,
seriesA,2024-10-15T04:09:00.000Z,3.7,
seriesA,2024-10-15T04:10:00.000Z,3.83,3
seriesA,2024-10-15T04:12:00.000Z,3.688,
seriesA,2024-10-15T04:13:00.000Z,3.677,
seriesA,2024-10-15T04:15:00.000Z,3.676,
seriesA,2024-10-15T04:16:00.000Z,3.799,3
seriesA,2024-10-15T04:18:00.000Z,3.649,
seriesA,2024-10-15T04:19:00.000Z,3.656,
seriesA,2024-10-15T04:20:00.000Z,3.644,
seriesA,2024-10-15T04:22:00.000Z,3.634,
seriesA,2024-10-15T04:23:00.000Z,3.627,
seriesA,2024-10-15T04:25:00.000Z,3.741,3
seriesA,2024-10-15T04:27:00.000Z,3.602,
seriesA,2024-10-15T04:28:00.000Z,3.599,
seriesA,2024-10-15T04:30:00.000Z,3.715,3
seriesA,2024-10-15T04:31:00.000Z,3.581,
seriesA,2024-10-15T04:32:00.000Z,3.577,
seriesA,2024-10-15T04:33:00.000Z,3.56,
seriesA,2024-10-15T04:35:00.000Z,3.565,
seriesA,2024-10-15T04:36:00.000Z,3.558,
seriesA,2024-10-15T04:38:00.000Z,3.669,3
seriesA,2024-10-15T04:39:00.000Z,3.538,
seriesA,2024-10-15T04:41:00.000Z,3.53,
seriesA,2024-10-15T04:42:00.000Z,3.514,
seriesA,2024-10-15T04:44:00.000Z,3.657,3
seriesA,2024-10-15T04:45:00.000Z,3.509,
seriesA,2024-10-15T04:47:00.000Z,3.498,
seriesA,2024-10-15T04:48:00.000Z,3.637,3
seriesA,2024-10-15T04:50:00.000Z,3.469,
seriesA,2024-10-15T04:51:00.000Z,3.473,
seriesA,2024-10-15T04:53:00.000Z,3.601,3
seriesA,2024-10-15T04:54:00.000Z,3.446,
seriesA,2024-10-15T04:56:00.000Z,3.462,
seriesA,2024-10-15T04:57:00.000Z,3.439,
seriesA,2024-10-15T04:58:00.000Z,3.557,3
seriesA,2024-10-15T05:00:00.000Z,3.439,
seriesA,2024-10-15T05:02:00.000Z,3.408,
seriesA,2024-10-15T05:03:00.000Z,3.549,3
seriesA,2024-10-15T05:04:00.000Z,3.417,
seriesA,2024-10-15T05:06:00.000Z,3.385,
seriesA,2024-10-15T05:07:00.000Z,3.522,3
seriesA,2024-10-15T05:09:00.000Z,3.385,
seriesA,2024-10-15T05:12:00.000Z,3.38,
seriesA,2024-10-15T05:13:00.000Z,3.374,
seriesA,2024-10-15T05:15:00.000Z,3.487,3
seriesA,2024-10-15T05:16:00.000Z,3.355,
seriesA,2024-10-15T05:17:00.000Z,3.358,
seriesA,2024-10-15T05:19:00.000Z,3.337,
seriesA,2024-10-15T05:20:00.000Z,3.474,3
seriesA,2024-10-15T05:22:00.000Z,3.324,
seriesA,2024-10-15T05:23:00.000Z,3.32,
seriesA,2024-10-15T05:26:00.000Z,3.309,
seriesA,2024-10-15T05:27:00.000Z,3.428,3
seriesA,2024-10-15T05:29:00.000Z,3.309,
seriesA,2024-10-15T05:30:00.000Z,3.288,
seriesA,2024-10-15T05:32:00.000Z,3.419,3
seriesA,2024-10-15T05:33:00.000Z,3.291,
seriesA,2024-10-15T05:36:00.000Z,3.275,
seriesA,2024-10-15T05:37:00.000Z,3.279,
seriesA,2024-10-15T05:39:00.000Z,3.376,3
seriesA,2024-10-15T05:40:00.000Z,3.25,
seriesA,2024-10-15T05:41:00.000Z,3.257,
seriesA,2024-10-15T05:42:00.000Z,3.376,3
seriesA,2024-10-15T05:43:00.000Z,3.23,
seriesA,2024-10-15T05:45:00.000Z,3.236,
seriesA,2024-10-15T05:46:00.000Z,3.233,
seriesA,2024-10-15T05:48:00.000Z,3.357,3
seriesA,2024-10-15T05:49:00.000Z,3.362,3
seriesA,2024-10-15T05:50:00.000Z,3.211,
seriesA,2024-10-15T05:52:00.000Z,3.21,
seriesA,2024-10-15T05:53:00.000Z,3.348,3
seriesA,2024-10-15T05:56:00.000Z,3.324,3
seriesA,2024-10-15T05:57:00.000Z,3.201,
seriesA,2024-10-15T05:58:00.000Z,3.186,
seriesA,2024-10-15T06:01:00.000Z,3.316,3
seriesA,2024-10-15T06:02:00.000Z,3.177,
seriesA,2024-10-15T06:04:00.000Z,3.166,
seriesA,2024-10-15T06:05:00.000Z,3.175,
seriesA,2024-10-15T06:07:00.000Z,3.294,3
seriesA,2024-10-15T06:08:00.000Z,3.155,
seriesA,2024-10-15T06:09:00.000Z,3.161,
seriesA,2024-10-15T06:11:00.000Z,3.149,
seriesA,2024-10-15T06:12:00.000Z,3.145,
seriesA,2024-10-15T06:15:00.000Z,3.271,3
seriesA,2024-10-15T06:16:00.000Z,3.133,
seriesA,2024-10-15T06:17:00.000Z,3.138,
seriesA,2024-10-15T06:19:00.000Z,3.131,
seriesA,2024-10-15T06:20:00.000Z,3.121,
seriesA,2024-10-15T06:21:00.000Z,3.133,
seriesA,2024-10-15T06:22:00.000Z,3.129,
seriesA,2024-10-15T06:23:00.000Z,3.25,3
seriesA,2024-10-15T06:25:00.000Z,3.117,
seriesA,2024-10-15T06:26:00.000Z,3.115,
seriesA,2024-10-15T06:28:00.000Z,3.109,
seriesA,2024-10-15T06:29:00.000Z,3.247,3
seriesA,2024-10-15T06:31:00.000Z,3.099,
seriesA,2024-10-15T06:32:00.000Z,3.102,
seriesA,2024-10-15T06:35:00.000Z,3.09,
seriesA,2024-10-15T06:36:00.000Z,3.226,3
seriesA,2024-10-15T06:37:00.000Z,3.095,
seriesA,2024-10-15T06:39:00.000Z,3.086,
seriesA,2024-10-15T06:40:00.000Z,3.086,
seriesA,2024-10-15T06:43:00.000Z,3.083,
seriesA,2024-10-15T06:44:00.000Z,3.214,3
seriesA,2024-10-15T06:47:00.000Z,3.074,
seriesA,2024-10-15T06:48:00.000Z,3.076,
seriesA,2024-10-15T06:50:00.000Z,3.071,
seriesA,2024-10-15T06:51:00.000Z,3.2,3
seriesA,2024-10-15T06:53:00.000Z,3.21,3
seriesA,2024-10-15T06:54:00.000Z,3.066,
seriesA,2024-10-15T06:57:00.000Z,3.068,
seriesA,2024-10-15T06:58:00.000Z,3.062,
seriesA,2024-10-15T07:00:00.000Z,3.067,
seriesA,2024-10-15T07:01:00.000Z,3.064,
seriesA,2024-10-15T07:04:00.000Z,3.065,
seriesA,2024-10-15T07:05:00.000Z,3.199,3
seriesA,2024-10-15T07:06:00.000Z,3.06,
seriesA,2024-10-15T07:08:00.000Z,3.057,
seriesA,2024-10-15T07:09:00.000Z,3.189,3
seriesA,2024-10-15T07:10:00.000Z,3.055,
seriesA,2024-10-15T07:12:00.000Z,3.058,
seriesA,2024-10-15T07:13:00.000Z,3.054,
seriesA,2024-10-15T07:14:00.000Z,3.186,3
seriesA,2024-10-15T07:16:00.000Z,3.052,
seriesA,2024-10-15T07:17:00.000Z,3.049,
seriesA,2024-10-15T07:18:00.000Z,3.054,
seriesA,2024-10-15T07:21:00.000Z,3.188,3
seriesA,2024-10-15T07:22:00.000Z,3.193,3
seriesA,2024-10-15T07:25:00.000Z,3.058,
seriesA,2024-10-15T07:26:00.000Z,3.057,
seriesA,2024-10-15T07:27:00.000Z,3.06,
seriesA,2024-10-15T07:30:00.000Z,3.192,3
seriesA,2024-10-15T07:31:00.000Z,3.067,
seriesA,2024-10-15T07:33:00.000Z,3.056,
seriesA,2024-10-15T07:34:00.000Z,3.065,
seriesA,2024-10-15T07:35:00.000Z,3.2,3
seriesA,2024-10-15T07:37:00.000Z,3.196,3
seriesA,2024-10-15T07:38:00.000Z,3.074,
seriesA,2024-10-15T07:39:00.000Z,3.074,
seriesA,2024-10-15T07:42:00.000Z,3.208,3
seriesA,2024-10-15T07:43:00.000Z,3.213,3
seriesA,2024-10-15T07:44:00.000Z,3.075,
seriesA,2024-10-15T07:46:00.000Z,3.082,
seriesA,2024-10-15T07:47:00.000Z,3.086,
seriesA,2024-10-15T07:51:00.000Z,3.23,3
seriesA,2024-10-15T07:52:00.000Z,3.09,
seriesA,2024-10-15T07:55:00.000Z,3.1,
seriesA,2024-10-15T07:56:00.000Z,3.092,
seriesA,2024-10-15T07:57:00.000Z,3.094,
seriesA,2024-10-15T07:59:00.000Z,3.112,
seriesA,2024-10-15T08:00:00.000Z,3.108,
seriesA,2024-10-15T08:01:00.000Z,3.24,3
seriesA,2024-10-15T08:04:00.000Z,3.119,
seriesA,2024-10-15T08:05:00.000Z,3.115,
seriesA,2024-10-15T08:06:00.000Z,3.124,
seriesA,2024-10-15T08:09:00.000Z,3.132,
seriesA,2024-10-15T08:10:00.000Z,3.132,
seriesA,2024-10-15T08:12:00.000Z,3.266,3
seriesA,2024-10-15T08:13:00.000Z,3.141,
seriesA,2024-10-15T08:14:00.000Z,3.141,
seriesA,2024-10-15T08:16:00.000Z,3.147,
seriesA,2024-10-15T08:17:00.000Z,3.15,
seriesA,2024-10-15T08:18:00.000Z,3.154,
seriesA,2024-10-15T08:20:00.000Z,3.288,3
seriesA,2024-10-15T08:21:00.000Z,3.16,
seriesA,2024-10-15T08:22:00.000Z,3.165,
seriesA,2024-10-15T08:24:00.000Z,3.173,
seriesA,2024-10-15T08:25:00.000Z,3.31,3
seriesA,2024-10-15T08:26:00.000Z,3.311,3
seriesA,2024-10-15T08:28:00.000Z,3.185,
seriesA,2024-10-15T08:29:00.000Z,3.192,
seriesA,2024-10-15T08:30:00.000Z,3.198,
seriesA,2024-10-15T08:34:00.000Z,3.207,
seriesA,2024-10-15T08:35:00.000Z,3.337,3
seriesA,2024-10-15T08:40:00.000Z,3.234,
seriesA,2024-10-15T08:41:00.000Z,3.223,
seriesA,2024-10-15T08:42:00.000Z,3.225,
seriesA,2024-10-15T08:44:00.000Z,3.239,
seriesA,2024-10-15T08:45:00.000Z,3.375,3
seriesA,2024-10-15T08:46:00.000Z,3.375,3
seriesA,2024-10-15T08:49:00.000Z,3.259,
seriesA,2024-10-15T08:50:00.000Z,3.251,
seriesA,2024-10-15T08:51:00.000Z,3.256,
seriesA,2024-10-15T08:52:00.000Z,3.404,3
seriesA,2024-10-15T08:54:00.000Z,3.409,3
seriesA,2024-10-15T08:55:00.000Z,3.415,3
seriesA,2024-10-15T08:56:00.000Z,3.298,
seriesA,2024-10-15T08:57:00.000Z,3.286,
seriesA,2024-10-15T09:00:00.000Z,3.305,
seriesA,2024-10-15T09:01:00.000Z,3.302,
seriesA,2024-10-15T09:06:00.000Z,3.315,
seriesA,2024-10-15T09:07:00.000Z,3.459,3
seriesA,2024-10-15T09:08:00.000Z,3.34,
seriesA,2024-10-15T09:13:00.000Z,3.348,
seriesA,2024-10-15T09:14:00.000Z,3.345,
seriesA,2024-10-15T09:15:00.000Z,3.363,
seriesA,2024-10-15T09:18:00.000Z,3.499,3
seriesA,2024-10-15T09:19:00.000Z,3.378,
seriesA,2024-10-15T09:20:00.000Z,3.39,
seriesA,2024-10-15T09:21:00.000Z,3.386,
seriesA,2024-10-15T09:27:00.000Z,3.416,
seriesA,2024-10-15T09:28:00.000Z,3.561,3
seriesA,2024-10-15T09:31:00.000Z,3.432,
seriesA,2024-10-15T09:32:00.000Z,3.572,3
seriesA,2024-10-15T09:33:00.000Z,3.436,
seriesA,2024-10-15T09:34:00.000Z,3.431,
seriesA,2024-10-15T09:37:00.000Z,3.583,3
seriesA,2024-10-15T09:38:00.000Z,3.581,3
seriesA,2024-10-15T09:39:00.000Z,3.457,
seriesA,2024-10-15T09:41:00.000Z,3.469,
seriesA,2024-10-15T09:42:00.000Z,3.465,
seriesA,2024-10-15T09:43:00.000Z,3.614,3
seriesA,2024-10-15T09:44:00.000Z,3.627,3
seriesA,2024-10-15T09:47:00.000Z,3.497,
seriesA,2024-10-15T09:48:00.000Z,3.509,
seriesA,2024-10-15T09:49:00.000Z,3.507,
seriesA,2024-10-15T09:50:00.000Z,3.634,3
seriesA,2024-10-15T09:53:00.000Z,3.658,3
seriesA,2024-10-15T09:54:00.000Z,3.526,
seriesA,2024-10-15T09:55:00.000Z,3.54,
seriesA,2024-10-15T10:00:00.000Z,3.558,
seriesA,2024-10-15T10:03:00.000Z,3.569,
seriesA,2024-10-15T10:04:00.000Z,3.582,
seriesA,2024-10-15T10:05:00.000Z,3.715,3
seriesA,2024-10-15T10:06:00.000Z,3.719,3
seriesA,2024-10-15T10:07:00.000Z,3.72,3
seriesA,2024-10-15T10:11:00.000Z,3.74,3
seriesA,2024-10-15T10:12:00.000Z,3.616,
seriesA,2024-10-15T10:13:00.000Z,3.618,
seriesA,2024-10-15T10:14:00.000Z,3.619,
seriesA,2024-10-15T10:15:00.000Z,3.622,
seriesA,2024-10-15T10:16:00.000Z,3.771,3
seriesA,2024-10-15T10:17:00.000Z,3.639,
seriesA,2024-10-15T10:19:00.000Z,3.646,
seriesA,2024-10-15T10:20:00.000Z,3.654,
seriesA,2024-10-15T10:21:00.000Z,3.653,
seriesA,2024-10-15T10:22:00.000Z,3.657,
seriesA,2024-10-15T10:34:00.000Z,3.714,
seriesA,2024-10-15T10:38:00.000Z,3.867,3
seriesA,2024-10-15T10:39:00.000Z,3.873,3
seriesA,2024-10-15T10:40:00.000Z,3.74,
seriesA,2024-10-15T10:49:00.000Z,3.783,
seriesA,2024-10-15T10:50:00.000Z,3.796,
seriesA,2024-10-15T11:03:00.000Z,3.838,
seriesA,2024-10-15T11:06:00.000Z,3.861,
seriesA,2024-10-15T11:07:00.000Z,3.857,
seriesA,2024-10-15T11:08:00.000Z,3.994,3
seriesA,2024-10-15T11:09:00.000Z,3.871,
seriesA,2024-10-15T11:10:00.000Z,3.88,
seriesA,2024-10-15T11:17:00.000Z,3.906,
seriesA,2024-10-15T11:18:00.000Z,3.906,
seriesA,2024-10-15T11:19:00.000Z,4.031,3
seriesA,2024-10-15T11:20:00.000Z,4.047,3
seriesA,2024-10-15T11:21:00.000Z,4.061,3
seriesA,2024-10-15T11:31:00.000Z,4.09,3
seriesA,2024-10-15T11:35:00.000Z,4.1,3
seriesA,2024-10-15T11:36:00.000Z,3.971,
seriesA,2024-10-15T11:37:00.000Z,3.977,
seriesA,2024-10-15T11:38:00.000Z,3.976,
seriesA,2024-10-15T11:43:00.000Z,4.137,3
seriesA,2024-10-15T11:44:00.000Z,4.138,3
seriesA,2024-10-15T11:45:00.000Z,4.002,
seriesA,2024-10-15T11:46:00.000Z,4.007,
seriesA,2024-10-15T11:47:00.000Z,4.019,
seriesA,2024-10-15T11:53:00.000Z,4.025,
seriesA,2024-10-15T12:00:00.000Z,4.053,
seriesA,2024-10-15T12:01:00.000Z,4.184,3
seriesA,2024-10-15T12:12:00.000Z,4.221,3
seriesA,2024-10-15T12:19:00.000Z,4.232,3
seriesA,2024-10-15T12:20:00.000Z,4.105,
seriesA,2024-10-15T12:25:00.000Z,4.112,
seriesA,2024-10-15T12:26:00.000Z,4.114,
seriesA,2024-10-15T12:27:00.000Z,4.125,
seriesA,2024-10-15T12:28:00.000Z,4.121,
seriesA,2024-10-15T12:29:00.000Z,4.257,3
seriesA,2024-10-15T12:31:00.000Z,4.262,3
seriesA,2024-10-15T12:35:00.000Z,4.266,3
seriesA,2024-10-15T12:37:00.000Z,4.272,3
seriesA,2024-10-15T12:38:00.000Z,4.132,
seriesA,2024-10-15T12:42:00.000Z,4.145,
seriesA,2024-10-15T12:50:00.000Z,4.159,
seriesA,2024-10-15T12:57:00.000Z,4.155,
seriesA,2024-10-15T12:59:00.000Z,4.299,3
seriesA,2024-10-15T13:01:00.000Z,4.291,3
seriesA,2024-10-15T13:03:00.000Z,4.168,
seriesA,2024-10-15T13:04:00.000Z,4.163,
seriesA,2024-10-15T13:05:00.000Z,4.16,
seriesA,2024-10-15T13:06:00.000Z,4.3,3
seriesA,2024-10-15T13:07:00.000Z,4.302,3
seriesA,2024-10-15T13:08:00.000Z,4.297,3
seriesA,2024-10-15T13:09:00.000Z,4.292,3
seriesA,2024-10-15T13:10:00.000Z,4.298,3
seriesA,2024-10-15T13:11:00.000Z,4.169,
seriesA,2024-10-15T13:12:00.000Z,4.161,
seriesA,2024-10-15T13:13:00.000Z,4.159,
seriesA,2024-10-15T13:14:00.000Z,4.294,3
seriesA,2024-10-15T13:15:00.000Z,4.295,3
seriesA,2024-10-15T13:16:00.000Z,4.157,
seriesA,2024-10-15T13:17:00.000Z,4.16,
seriesA,2024-10-15T13:18:00.000Z,4.163,
seriesA,2024-10-15T13:19:00.000Z,4.168,
seriesA,2024-10-15T13:20:00.000Z,4.163,
seriesA,2024-10-15T13:21:00.000Z,4.164,
seriesA,2024-10-15T13:27:00.000Z,4.295,3
seriesA,2024-10-15T13:28:00.000Z,4.295,3
seriesA,2024-10-15T13:31:00.000Z,4.157,
seriesA,2024-10-15T13:32:00.000Z,4.156,
seriesA,2024-10-15T13:36:00.000Z,4.153,
seriesA,2024-10-15T13:37:00.000Z,4.152,
seriesA,2024-10-15T13:38:00.000Z,4.158,
seriesA,2024-10-15T13:39:00.000Z,4.163,
seriesA,2024-10-15T13:42:00.000Z,4.16,
seriesA,2024-10-15T13:43:00.000Z,4.153,
seriesA,2024-10-15T13:49:00.000Z,4.15,
seriesA,2024-10-15T13:50:00.000Z,4.143,
seriesA,2024-10-15T13:51:00.000Z,4.141,
seriesA,2024-10-15T13:57:00.000Z,4.134,
seriesA,2024-10-15T13:58:00.000Z,4.133,
seriesA,2024-10-15T14:03:00.000Z,4.13,
seriesA,2024-10-15T14:04:00.000Z,4.256,3
seriesA,2024-10-15T14:05:00.000Z,4.122,
seriesA,2024-10-15T14:06:00.000Z,4.259,3
seriesA,2024-10-15T14:07:00.000Z,4.256,3
seriesA,2024-10-15T14:08:00.000Z,4.111,
seriesA,2024-10-15T14:09:00.000Z,4.12,
seriesA,2024-10-15T14:10:00.000Z,4.123,
seriesA,2024-10-15T14:11:00.000Z,4.256,3
seriesA,2024-10-15T14:12:00.000Z,4.242,3
seriesA,2024-10-15T14:19:00.000Z,4.102,
seriesA,2024-10-15T14:20:00.000Z,4.093,
seriesA,2024-10-15T14:22:00.000Z,4.1,
seriesA,2024-10-15T14:23:00.000Z,4.097,
seriesA,2024-10-15T14:25:00.000Z,4.081,
seriesA,2024-10-15T14:26:00.000Z,4.087,
seriesA,2024-10-15T14:32:00.000Z,4.215,3
seriesA,2024-10-15T14:33:00.000Z,4.202,3
seriesA,2024-10-15T14:34:00.000Z,4.206,3
seriesA,2024-10-15T14:35:00.000Z,4.209,3
seriesA,2024-10-15T14:37:00.000Z,4.197,3
seriesA,2024-10-15T14:41:00.000Z,4.051,
seriesA,2024-10-15T14:42:00.000Z,4.048,
seriesA,2024-10-15T14:44:00.000Z,4.043,
seriesA,2024-10-15T14:45:00.000Z,4.037,
seriesA,2024-10-15T14:46:00.000Z,4.178,3
seriesA,2024-10-15T14:48:00.000Z,4.167,3
seriesA,2024-10-15T14:49:00.000Z,4.165,3
seriesA,2024-10-15T14:50:00.000Z,4.16,3
seriesA,2024-10-15T14:54:00.000Z,4.022,
seriesA,2024-10-15T14:55:00.000Z,4.02,
seriesA,2024-10-15T14:56:00.000Z,4.004,
seriesA,2024-10-15T14:58:00.000Z,4.009,
seriesA,2024-10-15T14:59:00.000Z,4.007,
seriesA,2024-10-15T15:00:00.000Z,4.129,3
seriesA,2024-10-15T15:01:00.000Z,4.133,3
